ACCELEROMETER X (m/s²) ,ACCELEROMETER Y (m/s²) ,ACCELEROMETER Z (m/s²) ,GRAVITY X (m/s²) ,GRAVITY Y (m/s²) ,GRAVITY Z (m/s²) ,LINEAR ACCELERATION X (m/s²) ,LINEAR ACCELERATION Y (m/s²) ,LINEAR ACCELERATION Z (m/s²) ,GYROSCOPE X (rad/s) ,GYROSCOPE Y (rad/s) ,GYROSCOPE Z (rad/s) ,Activity
2.7377                 ,-5.1048                ,8.5819                 ,-1.1867          ,-9.6631          ,-1.1773          ,0.3817                       ,4.6244                       ,8.1045                       ,2.747               ,1.6201              ,0.1196              ,       0
-4.9639                ,-10.7644               ,1.3995                 ,-0.5986          ,-9.6495          ,-1.6428          ,-0.2332                      ,-5.5946                      ,5.0273                       ,-2.9632             ,-2.5314             ,0.651               ,       0
-3.1756                ,-8.6264                ,2.9438                 ,-1.1092          ,-9.4529          ,-2.3628          ,-0.7142                      ,0.3421                       ,5.8668                       ,1.2629              ,1.4352              ,0.2097              ,       0
-7.5855                ,-16.1103               ,-1.3944                ,-0.9258          ,-9.1932          ,-3.2861          ,-4.4372                      ,-5.2622                      ,6.2392                       ,-3.4937             ,-0.3439             ,0.6834              ,       0
0.5351                 ,-20.8723               ,3.6811                 ,-1.5324          ,-9.6518          ,-0.8157          ,-0.1184                      ,-0.1726                      ,2.077                        ,2.0815              ,2.5333              ,1.1487              ,       0
-7.0636                ,-14.3794               ,-1.3801                ,-1.2568          ,-9.4571          ,-2.2702          ,-2.0548                      ,-6.3006                      ,3.0365                       ,-2.5617             ,-2.2841             ,-0.7558             ,       0
-4.5404                ,-14.7051               ,-3.0607                ,-1.1521          ,-9.7315          ,0.375            ,0.3468                       ,-7.2907                      ,0.9949                       ,1.6836              ,0.8172              ,0.5612              ,       0
-5.17                  ,-19.139                ,-2.4287                ,-1.0018          ,-9.3152          ,-2.8973          ,-5.1878                      ,-6.3018                      ,5.4012                       ,-3.3728             ,-0.4591             ,0.337               ,       0
2.685                  ,2.2932                 ,0.1953                 ,-1.1432          ,-9.7109          ,-0.7502          ,3.5021                       ,5.1084                       ,4.1499                       ,1.9773              ,6.1602              ,1.7343              ,       0
-3.9921                ,-10.2114               ,3.3293                 ,-0.4862          ,-9.5892          ,-1.9952          ,-3.4978                      ,-7.6367                      ,3.1106                       ,-1.5433             ,-1.6749             ,-0.8776             ,       0
0.9733                 ,-1.7913                ,2.6252                 ,-1.0611          ,-9.726           ,0.6697           ,1.1193                       ,-8.4968                      ,5.2688                       ,3.3083              ,4.6255              ,0.4215              ,       0
-1.392                 ,-9.9742                ,-3.9344                ,-0.7337          ,-9.2937          ,-3.0429          ,-4.9781                      ,-3.9443                      ,5.7281                       ,-2.5358             ,-1.6471             ,0.8621              ,       0
2.0459                 ,-26.5511               ,3.7576                 ,-1.2073          ,-9.6998          ,-0.7919          ,-2.2928                      ,-1.1689                      ,2.947                        ,1.8106              ,-1.0114             ,-0.0347             ,       0
-0.6476                ,-2.0186                ,7.0615                 ,-0.6082          ,-9.3859          ,-2.7759          ,1.9187                       ,3.2201                       ,5.0228                       ,-0.8381             ,-2.1259             ,-1.6322             ,       0
